date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,y
2012-01-01,0.793085198,0.0,0.690345988,0.0,362.0213091,6.711942805,502.8938934,10235.63778,1221.445737,3190.003651,0.0,-28.65168409,1980.637239,136.6216986,299.6433226000001,133.9733068,246.870966,674.974996,4.369916344,265.8960654,0.0,-7.009596516,196.7529324,0.0,91.25213254,4.434879564,144.8894585,58.43535874,138.6508041,267.9466137,0.0,1349.949992,3.807971435,214.1802662,0.0,56.51940188,13.20290869,0.0,20.31563695,0.964511076,33.96574638,-0.437055987,1126.33208,784.3422542000002,0.0,69.28342156,89.6062554,368.4663455,2.251405361,182.8561832,219.0789319,0.000342853,194.8618038,136.0257735,77.06802472,2.922881023,18.45138235,170.95646090000002,0.0,107.8386665,111.1403463,206.6078247,0.951786945,13263.65216,3013.986542,0.0,3.218449065,-71.55286204,2911.675597,-5.239457816,156.9845304,1714.851547,0.621374891,1419.233414,15.62335253,954.5191731,34.30579306,43.85297635,29.6798203,0.0,0.254987845,0.0,7.979665882000001,0.373967238,43.73622,58.75285709,0.0,2935.746468,2.596695448,100.9474244,0.0,1.860909759,5.634959671,0.0,186.5682411,0.25296639600000004,2.374128442,0.0,22.85025924,114.6511221,2483.197938,379.73264,0.053508839,120.6698137,0.955508665,616.8830230000002,200.1444784,0.0,20.3915535,0.509712749,216.8512449,56.13990644,1430.314968
2012-02-01,0.0,0.000685706,0.59013279,0.0,362.0213091,6.711942805,72.83316004,88.79301167,31.36032762,2650.403762,0.0,0.0,15.16224689,0.0,11722.41383,1440.2909619999996,246.870966,674.974996,-0.402117424,2791.911439,36.79428448,182.5223877,94.16560389,0.0,91.25213254,0.0,30.84919536,1.320651728,138.6508041,267.9466137,0.0,1349.949992,3.807971435,214.1802662,0.0,37.87143161,57.42434419,0.0,20.31563695,3.337017922,12.38175151,-5.633266067999999,453.1294917,228.2848681,0.0,69.28342156,148.53718510000004,61.14072427,-1.695958668,1073.159349,154.5552086,0.0,194.8618038,219.94439480000003,9.13603859,-0.394250679,18.45138235,170.95646090000002,0.0,107.8386665,111.1403463,206.6078247,0.951786945,243.6240509,198.4487054,0.0,3.218449065,6.083077001,180.8703517,57.28763259,116.3090898,280.2494952,0.0,1419.233414,2.122136707,59.03286844,0.0,43.85297635,29.6798203,0.0,0.254987845,0.0,7.979665882000001,0.373967238,43.73622,58.75285709,0.0,2269.404233,2.596695448,100.9474244,0.0,72.22354529,13.15113281,0.0,186.5682411,0.519628183,20.31806218,0.0,85.48836881,210.17958680000004,2588.661911,379.73264,112.0743855,69.94318916,2.704237409,292.93471360000007,138.2411344,0.0,15.316564,2.526961805,39.45195976,7.172635353,0.0
2012-03-01,0.0,0.0,0.0,0.672650825,311.5586512047143,6.711942805,880.9174065,553.9980419999998,518.0082307,2737.479632,0.0,-6.347258318,290.2564663,2.617233951,7676.235559000002,2442.891474,246.870966,506.23124700000005,-57.30336819,252.7475048,25.67959349,71.53469874,517.4926577,1.587617127,130.89172868,309.1099186,138.3945448,9.481478653,11213.03729,2880.581924,0.0,1349.949992,-0.804234848,5583.822878,73.58856895,77.91946455499999,137.175561995,0.0,20.31563695,1.8239005485,30.68138138,-2.8166330339999996,438.2941267,12.30288152,0.0,69.28342156,3.246026525,162.4644669,0.0,80.1639221,67.34760907,0.0,194.8618038,-2.257121344,16.24166697,0.0,277.3016082,146.2761884,0.0,266.943604275,2.684081616,110.7486677,0.0,1.847338702,1.674056588,0.0,3.218449065,1.102266285,0.676418383,0.0,46.86276248,26.40581737,0.0,1419.233414,0.955845075,28.366982,-0.8741119740000001,80.01469263,171.03115359999995,0.0,0.254987845,3.202026604,174.3400684,0.0,265.1417582,224.1553632,1.380691975,2406.631651,179.2125108,736.932691,4.502810722,7.086170592999999,12.46849028,0.0,186.5682411,0.258554575,5.347864922,0.983133543,254.95989390000003,158.5790699,3199.137392,379.73264,0.998246889,273.21313460000005,0.0,92.26481145,100.972356,0.0,12.77405335,0.242972715,35.22626415,50.61438334,5088.5319
2012-04-01,0.0,0.0,0.0,0.022905556,261.09599330942854,6.711942805,150.7788122,11.95185585,11.36049775,3492.642102,0.0,2.353750359,2.272130825,0.0,1.760293459,0.42960462,246.870966,337.487498,9.421156237,7.498595175,0.0,82.48825176,7.487166609,0.0,170.53132482,1.305206677,66.5643462,0.0,5714.98838275,1511.37779735,0.0,901.1638358863333,-0.11465629900000007,2885.86875695,36.794284475,117.9674975,216.9267798,0.0,20.31563695,0.310783175,48.98101125,0.0,373.2589722,1.695773011,0.0,69.28342156,1.6481974380000002,35.98089318,57.86149566,8.90819544,2.403690717,0.0,194.8618038,1.224356596,2.17527745,0.0,3.03419241,2.40195485,0.0,426.04854205,0.0,0.399820678,0.0,1307.571806851,1076.8397992940004,0.0,3.218449065,0.7341384655000001,1717.4417571915,4.616812526,9684.907682,7201.454809999998,0.0,1419.233414,-0.531863442,2624.6473,3.732019172,30.601113800000004,554.7272875,0.0,127.2102605,44.08189823,90.70456384,211.3163705,138.4503644,120.7450312,0.0,3116.009696,-1.27728388,295.4489193,1.094817413,277.4542296,82.24108819,0.0,186.5682411,5.296066798,-107.4282149,5.309580685,649.7536667,309.1104171,2334.295931,379.73264,182.0479968,18.27207718,-0.357519789,5.272195727,49.72592447,0.0,17.90442674,29.43777276,5.591308777999999,0.0,2837.7560510000008
2012-05-01,0.0,0.0,0.0,0.0,210.63333541414283,167.945052344,5116.833341,114.048014,49.43579679,2591.599732,475.08093939999986,303.9129975,12.97543904,41.58606079,45.24472398,8.442525202999999,246.870966,168.74374899999998,0.0,30.32449378,0.0,74.88692731,3664.337211,0.552216452,210.17092096,-85.95505228,2233.384744,162.30129209999996,216.9394755,142.1736707,0.0,452.3776797726666,0.57492225,187.9146359,0.0,6.119258095,0.398433038,0.0,23.673434325,3.692335945,0.07767703599999999,0.0,10703.66076,4320.872886,0.0,69.28342156,-1.206352271,2708.2793690000008,20.26315182,544.2473338,808.286209,50.5675016,194.8618038,58.20326228,3234.038178,31.12370389,1.85653126,1.44083821,0.0,585.153479825,0.0,1.30377797,0.0,2613.296275,2152.005542000001,0.0,3.218449065,0.366010646,3434.207096,9.233625052,5.556808572,7.579877942,0.0,1074.582878975,1.509355042,0.430599944,0.0,266.0953617,1.470306797,0.0,243.487746175,0.24795427,225.3916328,4.649091792,906.2589835,456.5697362,1.180265579,2286.29149,297.0743701,122.2814485,-3.391917335,214.612318,275.57969,0.0,155.69181027066665,-0.908321173,-13.56343036,26.61882368,8491.780101,395.6864774,3669.944623,379.73264,15.8362768,1629.479264,59.61333848,0.06075251,4.878556073,0.0,14.08130257,0.125393169,5.8728909489999985,0.0,51.31168875
2012-06-01,0.0,0.0,0.0,0.312673723,160.17067751885713,329.178161883,399.9656408,729.3145275,231.6978466,3897.955145,950.1618787999997,3.777526251,3273.496709,97.3156284,42.21403437,23.03182208,246.870966,0.0,13.61531613,1.847103063,0.0,217.7628572,361.5682518,0.0,249.8105171,28.91108456,16.03879113,0.499485219,52.09172721,30.19509127,0.0,3.591523659,15.68047116,14.31914337,0.8780059640000001,12793.0689,691.8846696,0.311347706,27.0312317,-143.2584205,2486.132248,187.9808856,145.66632009999995,43.54478117,0.0,58.02105685,0.0,25.73512487,0.57819319,1856.734047,920.7816705,0.0,203.92824593749998,175.10175159999997,17403.80814,43.82659723,10194.28422,5761.163847999998,0.0,744.2584176,-0.12974601800000002,5500.1908079999985,57.0574363,0.242593873,0.110421368,0.0,0.0,0.0,0.159240286,0.0,34.33352831,55.80204416,0.0,729.93234395,2.839838167,24.76350303,-5.5152356220000005,18.16271696,0.039267096,0.391927972,359.76523185,0.0,15.69827348,0.0,415.9524124,24.60576304,0.0,3358.671833,1.5601917980000002,7.317069186,0.0,2018.981381,3191.7071785000003,2.7755852085000003,124.81537944133333,196.7409221135,947.11633032,46.603372885,160.3278442,134.69521809999998,2464.925399,488.184939775,-1.937289369,32.48333394,0.0,37.20612307,39.60872606,0.0,-1.921436976,0.947179073,22.76821763,-0.335084223,2245.060666
2012-07-01,0.250588002,0.0,3.175234254,1.4660054480000002,109.70801962357143,490.41127142199997,1.696436288,908.19616075,521.5381429000001,2762.228593,498.57582181499987,212.9622849755,1785.7649444,48.6578142,410.4943388,437.2730634,246.870966,0.0,224.57680180000003,113.0065158,19.08482999,-40.36659739,39.80285283,0.0,199.8798778256,0.0,45.48674067,0.0,2557.431123,4885.782948,0.431782079,12.272746044166668,-114.6067364,505.4950095,51.35918699,1.5099040730000002,59.06731427,0.0,30.389029075,24.28198335,37.27852153,0.0,758.2961807999999,387.493714,0.0,562.8856642333334,266.25211119999994,276.7890897,5.859920542,21.9710902,10.47715098,0.0,212.994688075,0.0,4.164148466,4.314215156,5144.67215149,3022.7555946499992,0.0,584.46281545,0.5100492405000001,2823.3442657999994,28.52871815,53.43901987,137.7103851,0.0,24.78998116,0.0,20.62105437,1.898844917,36.394869795,133.97886198,0.0,385.28180892499995,1.7307022585,61.362762765,-2.7576178110000003,3.349244549,57.03381302,0.0,476.04271752500006,0.451589615,22.43452611,-2.0342377000000003,113.98912959999998,3.391546022,0.0,2468.7698370000007,3.296394875,71.96178635,56.71376951,3823.350444,6107.834667,5.551170417000001,93.93894861199999,394.3901654,1907.796091,66.58792209,2.2623011280000003,0.129486265,2266.351812,596.63723955,0.0,0.233467457,0.0,30.79562501,54.17974414,0.0,12.81479282,2.342658412,37.14525454,-5.397205175,363.5487735
2012-08-01,0.501176004,0.0,1.340302479,0.0,59.24536172828567,651.644380961,233.187124,1087.077794,811.3784392000001,2283.016164,46.98976483,422.1470437,298.0331798,0.0,295.3180006,454.6692421,246.870966,28.85024203,13.10716973,218.3367821,18.51065225,71.14396243,195.9302336,0.0,149.94923855119998,22.50233302,84.62133844,33.17255222,1867.494024,368.2712606,0.0,20.953968429333337,35.20763510000001,1041.788605,27.61525642,13.50863296,21.08501128,0.0,33.74682645,1.378995911,15.20284401,-0.234107183,82.41221057,107.4744212,0.0,1067.7502716166666,1.169978051,170.9863447,0.424495743,6.810047366,7.03012893,0.0,222.0611302125,0.740160845,5.363027932,0.0,95.06008298,284.3473413000001,0.0,424.6672133,1.149844499,146.4977236,0.0,3632.662165,1635.983387,0.981145211,115.738644,175.97538830000005,95.0167981,15.84930543,38.45621128,212.1556798,0.0,40.6312739,0.62156635,97.9620225,0.0,7986.99205,15640.28173,12.37835278,592.3202032,2035.2100920000007,4178.480076,9.043185885,616.2319575,383.1984526,1.302974366,2043.305876,176.0648916,114.1900808,0.764189345,92.17633221,178.3754355,0.043593482,63.06251778266666,18.6360717,102.1821428,0.0,17.81639088,4.807381435,2142.259725,705.089539325,0.921329703,1.612953513,0.0,93.60966690500001,130.78216192,0.0,-89.09018719,1.637503969,92.04414412,-2.6986025875,1766.675518
2012-09-01,0.250588002,0.0,0.0,0.0,8.782703833,812.8774905,7.933381217999999,1072.1237390000001,960.4312741000001,2452.323633,113.04722086500003,212.98932227999998,253.8133032,3.008825187,62.78493263,314.5363756,246.870966,14.425121015,-3.769600038,113.7986479,5.2344679030000005,60.21902338,0.244236951,0.0,100.01859927679999,0.0,1.299151348,0.0,3.520586919,0.859209239,0.045811112,29.635190814500003,5.873956736,14.99719035,0.0,1488.7526369999996,4501.74896,3.460525503,26.99746116,1993.113688,1983.816733,25.99670451,8771.363166,8259.006846,0.0,1572.614879,48.89902779,5951.886214,49.37450013,26.93279753,43.06960065,0.0,231.12757234999998,0.0,1.495987271,-0.330826251,12.93175357,26.94615159,0.0,264.87161115000004,1.908035352,12.96663163,0.056157878,635.6749551,257.4947703,1.537488486,66.88709872999999,223.3943038,138.2541443,2.238362431,12.23851619,0.7968660759999999,0.0,39.059581556999994,2.8991219480000003,0.010479473,0.0,2387.258325,6743.887222,0.0,721.3038998,9.160494968,3937.252209,9.941444702,863.14811,583.6124426,0.0,2152.509772,7.093305288,252.4998521,128.23787430000002,35.88046159,-18.19866327,0.0,32.18608695333333,0.0,16.01309105,1.542596439,8666.154607999999,1919.482035,3274.539645,813.5418391,-1.3360982890000002,2541.01523,77.32058812,156.4237088,207.3845797,0.0,10.25004653,0.932349526,146.94303369999997,0.0,1280.062874
2012-10-01,0.0,0.0,0.0,0.0,45.7968709215,138.5668431,3761.637756,1057.169684,1109.484109,3276.460572,179.10467690000004,3.83160086,209.5934266,6.017650374,11.07443398,6.68439837,246.870966,0.0,4.707500717,4.54426165,0.0,136.38579280000002,174.9703605,0.0,50.087960002399996,21.18946687,1099.836019,0.07268498400000001,38.35890304,18.84655693,0.0,38.31641319966667,18.82608174,7.614032064,0.0,46.94116027,48.24537803,0.0,20.24809587,0.0,22.66389879,0.0,301.5576245000001,14.97433322,0.0,1093.1884768666666,2.610413354,48.06063906,0.0,7674.264465,3134.776144,0.07047896,240.1940144875,-51.63531723,2738.879753,213.6604791,41.66913502,182.5040516,0.0,105.076009,-0.799038348,142.5668678,0.04044572,438.9141614,124.4315162,0.0,18.03555346,17.14130249,18.24179816,0.49128132,329.3957396,88.37882311,0.0,37.487889214,0.745684492,231.7988164,0.077160854,44.15870798,16.18839547,0.267958534,984.3333149,16.41377927,2.482473174,0.0,9175.531145,479.191073,0.0,2875.627209,-0.933980865,5416.5587380000015,40.52630365,4.739066237,3.876937691,0.0,1.309656124,1.224377543,1.058391206,0.0,50.78282939,27.36390953,2594.445475,601.6327234,7.817452739,8.92602311,0.810086903,18.35777429,1.195299114,0.0,7.04339775,2.105907952,0.08815650800000001,0.0,1520.100558
